file,data_id,idx,sentence,안 단형,안 장형,못 단형,못 장형,말다 부정,관형절,부사절,명사절,인용절,종속절,주절,확인형,note
spoken_data_26272.json,10cc5118-c1a7-4645-965b-6b8034792d6d,652,"그런 문제를 복합적으로 결과를 찾아내서 앞으로 계속 재래시장 활성화 사업을 하는데도 문제를 해결해 나갈 수 있는, 계획을 세울 수 있는 이것이 필요한 것인데 그것이 안 되고 있는 것 같다는 말이지요.",['그것이 안 되고 있'],[],[],[],[],1,0,0,0,0,0,0,
spoken_data_26272.json,10cc5118-c1a7-4645-965b-6b8034792d6d,656,지금 현재는 전혀 거기에 대한 결과가 안 나오고 있다는 말이지요.,['결과가 안 나오고'],[],[],[],[],1,0,0,0,0,0,0,
spoken_data_26272.json,10cc5118-c1a7-4645-965b-6b8034792d6d,659,"다만 <NAME> 위원님께서 조금 전에 말씀하셨던 것처럼 건물형 재래시장에 아까 보조금 지원의 문제가 있는 것 아니냐 하는 지적, 또는 그러한 움직임 때문에 금년 봄에 중소기업청에서 잠시 지원을 중단을 했다가 건물의 재산증식에 기여하는 부분을 제외하는 쪽에서 소비자를 또는 임대상인을 위해서 임대료를 우리가 지원한 부분에 상응하는 연수만큼은 올리지 않는 각서를 받아 가면서, 보완해 나가면서 지원하는 방안을 강구하고 있는 것입니다.",[],['은 올리지 않는 각서'],[],[],[],1,0,0,0,0,0,0,
spoken_data_26272.json,10cc5118-c1a7-4645-965b-6b8034792d6d,666,"이런 측면에서, 미리 지정만 해 놓고 사업이 오랫동안 안 되면 또 그 주민들한테 피해를 주는 결과가 되기 때문에 그렇게 전반적으로 스케줄을 조정했습니다.",['오랫동안 안 되면 또'],[],[],[],[],0,1,0,0,0,0,0,
spoken_data_26272.json,10cc5118-c1a7-4645-965b-6b8034792d6d,674,"은평 뉴타운이 2002년 10월에 지구 지정이 되어서 지역구민들은 상당히 들떠 있었는데 진행과정에서 공영개발이라는 그런 내용을 알고 개발이익은 주민들에게 돌아가지 않고 시로 도로 가져간다 그런 것에 대해서 아마 주민들이 격앙되어 있었고 제가 볼 때도 그 지역을 지나갈 때 민망할 정도로 플래카드에 원색적인 표현들이 많이 쓰여 있고 그랬었는데, 제가 봐도 몇 십 년 동안 그런 불이익을 당하고 있다가 사실은 뉴타운 지구로 지정이 되어서 환상적인 도시인데 사실은 원주민들은 거기에 살 수 없는 형편이 많이 발생되잖아요.",[],['돌아가지 않고 시로'],[],[],[],1,0,0,0,0,0,0,
spoken_data_26272.json,10cc5118-c1a7-4645-965b-6b8034792d6d,677,"물론 법 규정상 그것도 어떻게 제도 개선할 수 없는가, 그렇지만 어차피 그 사람들이 새로 건축을 해도 내년에는 그것을 다 보상해 주어서 헐어야 되는데 규정상 그래도 그것을 어떻게 타협점을 찾아서 건축을 안 하는 방향으로 해야지, 건축 허가가 났다고 뉴타운이 될 장소에 새로 건축을 한다는 것은 누가 봐도 참…….",['건축을 안 하는 방'],[],[],[],[],1,0,0,0,0,0,0,
spoken_data_26272.json,10cc5118-c1a7-4645-965b-6b8034792d6d,678,얼마 전에 저희들도 나름대로 저희들끼리 연구를 하다가 특별한 해결책을 못 찾았습니다만 제도 개선하는 방안을 별도로 강구해야 됩니다.,[],[],['해결책을 못 찾았습니'],[],[],0,0,0,0,0,1,0,-다만
spoken_data_26272.json,10cc5118-c1a7-4645-965b-6b8034792d6d,684,그러나 환경적으로 도시 공간적으로 좋은 도시를 만들려면 개발을 많이 못 하게 하는 것이지 않습니까?,[],[],['을 많이 못 하게 하'],[],[],1,0,0,0,0,0,0,
spoken_data_26272.json,10cc5118-c1a7-4645-965b-6b8034792d6d,694,밑에 2개는 본위원도 충분히 수긍이 갑니다만 맨 위에 있는 강북 시민의 삶의 질 개선이라는 측면에서는 쉽게 납득이 가지 않습니다.,[],['득이 가지 않습니다.'],[],[],[],0,0,0,0,0,1,0,
spoken_data_26272.json,10cc5118-c1a7-4645-965b-6b8034792d6d,695,그 이유는 앞서 본부장님께서도 말씀하셨지만 본위원이 재작년에 시정질문하면서 자료를 받아보니까 재개발사업에 있어서 원주민 입주율이 약 10%밖에 안 된다고 합니다.,['0%밖에 안 된다고'],[],[],[],[],0,0,0,1,0,0,0,
spoken_data_26272.json,10cc5118-c1a7-4645-965b-6b8034792d6d,697,"세 가지 정도 구분이 되어 있습니다만 원주민들을 입주시키기 위한, 원주민들이 그대로 살 수 있도록 하는 방안들이 전혀 나와 있지 않거든요.",[],['나와 있지 않거든요.'],[],[],[],0,0,0,0,0,1,0,
spoken_data_26272.json,10cc5118-c1a7-4645-965b-6b8034792d6d,698,"그렇다고 하면 이렇게 대규모로 개발사업을 통해서 그 지역에 만일 이 지역이 개발되지 않으면 집은 좀 허름할지 모르겠지만, 주변의 기반 시설들은 조금 열악할지 모르겠지만 그래도 그분들 입장에서는 어떤 소중한 보금자리로서의 역할을 할 수 있었던 지역이 이것이 개발이 됨으로 인해서 보상금을 받을 수 있을지는 모르겠지만 그 지역에서 밀려나는 결과를 가져올 수 있다고 생각을 합니다.",[],['개발되지 않으면 집'],[],[],[],0,1,0,0,0,0,0,
spoken_data_26272.json,10cc5118-c1a7-4645-965b-6b8034792d6d,700,그것이 되지 않았을 때에는 도시의 균형 발전이라는 측면에서는 여기 기대효과에 나와 있듯이 균형 발전이라는 측면에서는 이 뉴타운 사업이 굉장히 긍정적인 효과를 거둘 수 있을지 모르겠지만 실제 열악한 주거환경 속에 살고 있는 강북지역 주민들은 그 지역에서조차도 밀어내는 결과를 가져올 것이라고 생각을 합니다.,[],['것이 되지 않았을 때'],[],[],[],1,0,0,0,0,0,0,
spoken_data_26272.json,10cc5118-c1a7-4645-965b-6b8034792d6d,702,재래시장 대책반장님 잠깐 나오셔서 앞서 동료 위원님들이 많이 질의를 하셨는데 저도 사실 잘 이해가 안 가서 다시 한번 질의를 하겠습니다.,['이해가 안 가서 다'],[],[],[],[],0,1,0,0,0,0,0,
spoken_data_26272.json,10cc5118-c1a7-4645-965b-6b8034792d6d,709,재래시장을 경영하는 분들이 대부분 연세가 많으신 분들이기 때문에 할인마트처럼 현대 경영 기법에 대응을 하지 못하고 있습니다.,[],[],[],['응을 하지 못하고 있'],[],0,0,0,0,0,1,0,
spoken_data_26272.json,10cc5118-c1a7-4645-965b-6b8034792d6d,712,아까 답변하시는 중에 얼핏 그렇게 말씀하셨던 것 같은데 지금 계속 죽어가고 있는 재래시장의 수명을 조금 연장하는데 일조할 수 있을지 모르겠지만 근본적인 해결책은 안 된다고 봅니다.,['해결책은 안 된다고'],[],[],[],[],0,0,0,1,0,0,0,
spoken_data_26272.json,10cc5118-c1a7-4645-965b-6b8034792d6d,716,"그러면 특성화를 시켰을 경우에는 이 시장이 그래도 계속 꾸준히 발전해 나갈 수 있다고 하는 시장들 같은 경우는 특성화시켜야 되겠고, 그렇지 못한 시장들에 대해서는 그분들의 업 종 변화를 유도한다든지 다른 방식의 대안들이 나와야 된다고 생각을 해요.",[],[],[],"[', 그렇지 못한 시장']",[],1,0,0,0,0,0,0,
spoken_data_26272.json,10cc5118-c1a7-4645-965b-6b8034792d6d,727,이것은 중소기업 자금 가지고 대기업 준다는 것은 말이 안 됩니다.,['은 말이 안 됩니다.'],[],[],[],[],0,0,0,0,0,1,0,
spoken_data_26272.json,10cc5118-c1a7-4645-965b-6b8034792d6d,732,왜 안 옮기는가 하면 포항의 경제를 살리기 위해서 본점을 못 옮깁니다.,['왜 안 옮기는가'],[],['본점을 못 옮깁니다'],[],[],0,0,0,1,0,1,0,옮기는가 하면
spoken_data_26272.json,10cc5118-c1a7-4645-965b-6b8034792d6d,735,"차라리 제가 볼 때는 이 회사 본점을 유치하려고 하면 취득세, 등록세도 100% 감면해 주고 또 아닌 말로 재산세도 500% 중과되는 것을 일반 건물 세금에 기준하는 식으로 조세감면을 조례로 만들어서 하는 것이 좋지, 이것 지금 중소기업 육성 자금을 대기업 들어가는 데 지원한다는 것은 제가 볼 때 도저히 이해가 안 갑니다.",['이해가 안 갑니다.'],[],[],[],[],0,0,0,0,0,1,0,
spoken_data_26272.json,d784aecf-3fbb-4fc0-9e0b-70ec04f36b62,754,위원님 여러분께서는 금번 행정사무감사를 통하여 공무원 선발과 인재 양성 교육을 주관하고 있는 인재개발원이 본연의 역할을 다하고 있는지 업무 전반에 대해 꼼꼼히 살피셔서 잘못된 점이나 시정사항에 대해서는 날카로운 지적을 통해 올바르게 개선토록 하여 주시고 잘하는 사항에 대해서는 더욱 발전시켜 나갈 수 있도록 격려를 아끼지 않는 등 정책감사로서 내실 있고 미래지향적인 행정사무감사가 될 수 있도록 노력해 주실 것을 부탁드리겠습니다.,[],['를 아끼지 않는 등'],[],[],[],1,0,0,0,0,0,0,
spoken_data_26272.json,d784aecf-3fbb-4fc0-9e0b-70ec04f36b62,758,"지방자치법 제41조제5항 및 같은 법 시행령 제43조제5항 서울특별시 행정사무감사 및 조사에 관한 조례 제9조의 규정에 의하면 행정사무감사 시 서류 제출을 요구받은 자가 정당한 사유 없이 서류를 정하여진 기간까지 제출하지 아니하거나, 출석요구를 받은 증인이 정당한 사유 없이 출석하지 아니하거나 증언을 거부할 때는 300만 원 이상 500만 원 이하의 과태료를 부과할 수 있고 허위 증언의 경우에는 고발될 수 있음을 알려 드리겠습니다.",[],"['제출하지 아니하거나,', '출석하지 아니하거나']",[],[],[],2,0,0,0,0,0,0,
spoken_data_26272.json,d784aecf-3fbb-4fc0-9e0b-70ec04f36b62,783,"그 내용이 바뀌었으면 바뀐 것하고 안 바뀌었으면 안 바뀐, 바뀌었으면 두 가지를 주고 안 바뀌었으면 한 가지를 주세요, 자료로.","['것하고 안 바뀌었으', '뀌었으면 안 바뀐,', '를 주고 안 바뀌었으']",[],[],[],[],1,2,0,0,0,0,0,
spoken_data_26272.json,d784aecf-3fbb-4fc0-9e0b-70ec04f36b62,789,○<NAME> 위원: 요구했는데 아직 안 와 가지고요.,['데 아직 안 와 가지'],[],[],[],[],0,0,0,0,0,1,0,
spoken_data_26272.json,d784aecf-3fbb-4fc0-9e0b-70ec04f36b62,813,○<NAME> 위원: 그것은 말이 안 되지요.,['은 말이 안 되지요.'],[],[],[],[],0,0,0,0,0,1,0,
spoken_data_26272.json,d784aecf-3fbb-4fc0-9e0b-70ec04f36b62,815,"○인재개발원장 <NAME>: 당연히 출퇴근은 다 해야 되는 것이고, 지각하거나 결석을 하면 사전에 결재를 득해서 하고 할 텐데 그 출근했다, 안 했다","['근했다, 안 했다']",[],[],[],[],0,0,1,0,0,0,0,문장 성분..?
spoken_data_26272.json,d784aecf-3fbb-4fc0-9e0b-70ec04f36b62,818,"○인재개발원장 <NAME>: 그것은 다른 부서도 마찬가지로 다 출퇴근했다, 안 했다를 기록하는 기록은 없을 겁니다.","['근했다, 안 했다를']",[],[],[],[],0,0,1,0,0,0,0,문장 성분..?
spoken_data_26272.json,d784aecf-3fbb-4fc0-9e0b-70ec04f36b62,825,"더 이상 자료 요구하는 위원님이 안 계시므로 질의 답변을 진행하기 전에 제가 일전에, 며칠 전이었어요.",['위원님이 안 계시므로'],[],[],[],[],0,0,0,0,1,0,0,
spoken_data_26272.json,d784aecf-3fbb-4fc0-9e0b-70ec04f36b62,830,<NAME> 위원님도 방금 자료 요구한 것들이 아직 안 오고 있다고 하는데 원래 행정사무감사 자료는 며칠 전까지 하게 되어 있지요?,['이 아직 안 오고 있'],[],[],[],[],0,0,0,1,0,0,0,
spoken_data_26272.json,d784aecf-3fbb-4fc0-9e0b-70ec04f36b62,834,○인재개발원장 <NAME>: 10일 전까지 지키지 못한 것으로 보고를 받았습니다.,[],[],[],['지 지키지 못한 것으'],[],1,0,0,0,0,0,0,
spoken_data_26272.json,d784aecf-3fbb-4fc0-9e0b-70ec04f36b62,847,○인재개발원장 <NAME>: 그렇지 않습니다.,[],[': 그렇지 않습니다.'],[],[],[],0,0,0,0,0,1,0,
spoken_data_26272.json,d784aecf-3fbb-4fc0-9e0b-70ec04f36b62,880,불용액이 있었고 이렇게 예산을 절감할 수 있었던 것을 절감하지 않았던 거예요.,[],['절감하지 않았던 거'],[],[],[],1,0,0,0,0,0,0,
spoken_data_26272.json,d784aecf-3fbb-4fc0-9e0b-70ec04f36b62,891,"굳이 창의관에 강의실이 비어 있고 강의실을 활용할 수 있는데 돈 4억을 투자해서 또 전용 강의실을 만들어야 될 만한 사안이냐, 나는 그것 바람직하지 않다고 생각을 해요.",[],['바람직하지 않다고 생'],[],[],[],0,0,0,1,0,0,0,
spoken_data_26272.json,d784aecf-3fbb-4fc0-9e0b-70ec04f36b62,898,"시민의 혈세가 들어가는 것이기 때문에 저는 그런 부분이 염려스럽고 왜 그렇게 하셨을까, 저는 꾸미는 것 별로 안 좋아하거든요.",['것 별로 안 좋아하거'],[],[],[],[],0,0,0,0,0,1,0,
spoken_data_26272.json,d784aecf-3fbb-4fc0-9e0b-70ec04f36b62,918,"제가 지난번에도 현장에 갔을 적에 생활관이 노후화되어서 천장에서 비가 새고 이런 모습을 보면서 이것을 어떻게 해야 될까라고 하셨을 적에, 이것을 새로 건립할 필요성도 있지 않느냐 말씀하셨을 적에도 마음이 멈칫했어요.",[],['성도 있지 않느냐 말'],[],[],[],0,0,0,1,0,0,0,
spoken_data_26272.json,d784aecf-3fbb-4fc0-9e0b-70ec04f36b62,975,"그래서 평가 심사위원회 혹시 심사과정에서 어떤 문제가 있지 않은가 하는 오해, 의혹이 있을 수 있습니다.",[],['제가 있지 않은가 하'],[],[],[],0,0,0,1,0,0,0,
spoken_data_26272.json,d784aecf-3fbb-4fc0-9e0b-70ec04f36b62,976,○인재개발원장 <NAME>: 그렇지는 않습니다.,[],[': 그렇지는 않습니다.'],[],[],[],0,0,0,0,0,1,0,
spoken_data_26272.json,d784aecf-3fbb-4fc0-9e0b-70ec04f36b62,983,○인재개발원장 <NAME>: 위원님 지적하신 대로 늘 과다하게 편성을 하고 집행잔액이 너무 많아서 늘 지적을 받았고 그래서 제가 예산편성할 때 좀 더 내실 있게 꼭 기준에 의해서 한다기보다 그동안 오랫동안 경험에 의하면 틀림없이 내년도 낙찰도 이것을 초과하지 않을 것이라고 하는 판단이었습니다.,[],['초과하지 않을 것이'],[],[],[],1,0,0,0,0,0,0,
spoken_data_26272.json,d784aecf-3fbb-4fc0-9e0b-70ec04f36b62,986,이것은 참 대답이 명쾌하지 않아요.,[],['명쾌하지 않아요.'],[],[],[],0,0,0,0,0,1,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,2,"단지 기간 때문에 내년 한 1, 2월 정도…
그래 결국은 하고자 했던 연구를 못 하게 되는 그런 위원회뿐만 아니라 의원님들이 많이 계십니다, 이 부분이.",[],[],['연구를 못 하게 되'],[],[],1,0,0,0,0,0,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,11,"작년 같은 경우는 사실 설문, 예산이 얼마 안 됐습니다.",['이 얼마 안 됐습니다'],[],[],[],[],0,0,0,0,0,1,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,13,"그래서 연구기관 선정을 안 해 주려고 해서, 뭐 이렇게 하나 섭외하는 데도 상당히 애로를 겪었던 그런 적이 있었습니다.",['선정을 안 해 주려'],[],[],[],[],0,1,0,0,0,0,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,17,"하는 연구용역에 거의 절반을 다 수행을 하고 있는데 이 부분이 맞는지 부분도 한번…
그렇지는 않습니다.",[],['…\n그렇지는 않습니다.'],[],[],[],0,0,0,0,0,1,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,34,"지금 청소년 의회교실 같은 경우는 18년 대비, 그러니까 18년이 524명이고 19년이 501명, 물론 차이가 크지는 않습니다.",[],['이가 크지는 않습니다.'],[],[],[],0,0,0,0,0,1,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,38,이것도 대책을 조금 세워야 된다는 생각이 안 드십니까?,['생각이 안 드십니까'],[],[],[],[],0,0,0,0,0,1,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,43,"그래서 작년에 또 초등학교 의회교실을 의욕적으로 하다가 여태까지 2회 운영해 왔는데 3회 해 보자 해서 담당자들이 의욕적으로 운영을 해 보니까 실제로 접수가 많지 않고 또 온다 한 사람들이 안 오고 이래서 3회는 좀 무리겠다 싶어서 그걸 다시 2회로 전환을 해서 횟수가 예년으로 돌아…
그러니까 횟수가 중요한 것보다, 물론 횟수도 중요하겠죠.",['사람들이 안 오고 이'],['수가 많지 않고 또'],[],[],[],0,0,0,0,0,2,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,47,그다음에 올해는 장애인의 회교실 같은 경우는 개최하지도 않았더라고요.,[],['개최하지도 않았더라고'],[],[],[],0,0,0,0,0,1,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,54,"계속하실지 안 하실지…
장애인 하기는 힘들 것 같습니다.",['속하실지 안 하실지…'],[],[],[],[],0,0,1,0,0,0,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,55,"그러면 만약에 안 하게 된다면 다른 방향으로 어떻게 전환을 하실지 부분에 대해서도 한번 고민을 하셔 가지고, 사실 의회교실이 그렇지 않습니까?",['만약에 안 하게 된'],[],[],[],[],0,1,0,0,0,0,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,85,"2,400만 원 정도고 여기에 대해서 저희들이 예산이 편성되면 사회단체에서 민간경상 보조위원회에서 정확한 이 예산이 충분한지 안 한 지 심사를 해서 최종적으로 예산에서 배부를 합니다.",['충분한지 안 한 지'],[],[],[],[],1,0,0,0,0,0,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,95,"이렇게 나와 있는데 사실은 이 부분 입법지원팀 연구, 정책 연구 박사님들 인원이 많지는 않지 않습니까?",[],"['지는 않지 않습니까?', '원이 많지는 않지 않습']",[],[],[],0,0,0,0,0,2,0,이중부정 - 않지 않습니까?
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,102,그리고 금방 제가 말씀드렸듯이 좀 유기적으로 편안하고 정말 소통하기 쉬운 우리 의원들과 입법정책 박사님들이라든지 이런 분들이 그런 자리를 국내연수 갈 때라든지 이럴 때 1년에 한두 번 정도는 모두 함께 참여해서 소통하고 편안함을 줘야 서로 신뢰하고 편안하게 서로를 좀 이렇게 윈윈할 수 있고 도움을 줄 수 있는 그런 가장 기본이 되는 게 그런 부분이지 않겠나 본 위원은 그렇게 생각합니다.,[],['부분이지 않겠나 본'],[],[],[],0,0,0,1,0,0,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,106,"그리고 국내연수라든지 저희들 의원들이 좀 장기간, 장시간 이렇게 같이 있는 자리에 또 같이 함께해서 서로를 익히고 서로를 잘 알 수 있고 사실 얼굴도 모르는 한 번도 안 뵌 박사님도 사실 계세요.",['한 번도 안 뵌 박사'],[],[],[],[],1,0,0,0,0,0,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,122,"그래서 환풍기도 안 고쳐주신다고 그렇게 말씀하시는데…
그래서 이 부분은 굉장히 불편합니다, 저희가.",['환풍기도 안 고쳐주신'],[],[],[],[],0,0,0,1,0,0,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,127,"사실 또 집행부에서 또 우리 방청객들은 또 못 보니까 운영위원회에서 여러 번…
아니 방청객들이 이 앞이 더 보기 쉽죠, 뒤에 계시는데.
예. 그래서 이번에 그때 운영위원회 지적도 있어서…
TV를 별도로 하나 추가로 해서 좀 할 수 있도록 내년에…
아니 TV가 아니고 스크린을 앞으로 설치를 해 주십시오.",[],[],['들은 또 못 보니까'],[],[],0,1,0,0,0,0,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,139,"무급 보좌관제 도입 제도를 검토해 보라는 위원님의 지적이 있어서 저희들 검토를 해 본 사항인데…
자, 그래서 여기에 대해서는 더 이상 질문을 안 드리겠습니다.",['질문을 안 드리겠습'],[],[],[],[],0,0,0,0,0,1,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,143,"보통 의회가 열리면 저희들 8시까지고 보통 의회가 안 열릴 때는 7시까지…
행정사무감사할 때도 마찬가지죠?",['의회가 안 열릴 때'],[],[],[],[],1,0,0,0,0,0,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,144,"그거는 의회가 안 열릴 때…
안 열릴 때, 회기 안 열리고.","['의회가 안 열릴 때', ', 회기 안 열리고.']",[],[],[],[],2,0,0,0,0,0,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,153,"즉답을 못 드려서 죄송합니다마는 그거 시 총무과하고 협의를 해야 되기 때문에…
그래 협의를 하시는데…
예.",[],[],['즉답을 못 드려서'],[],[],0,1,0,0,0,0,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,177,"왜냐하면 의원님들이 요구한, 물론 홍보실에서 요약을 잘하시는 것도 있지만 의원님들이 강조하고 싶은 부분이 있는데, 부분들이 있는데 그 강조하는 부분들이 빠져서 가고 어떤 때는 자료도 안 갈 수도 있습니다.",['자료도 안 갈 수도'],[],[],[],[],0,0,0,0,0,1,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,186,오후에는 끼어들려고 하면 못 끼어듭니다.,[],[],['고 하면 못 끼어듭니'],[],[],0,0,0,0,0,1,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,203,"정말 깜짝 놀랐는데 이거는 말도 안 되는 책자, 그것도 전체적으로 자료를 검색해서 가져오시는 게 아니라 진짜 2017년도 작년 자료 하나 딱 책자 들고 오셨었어요.",['는 말도 안 되는 책'],[],[],[],[],1,0,0,0,0,0,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,205,"그러니까 이 1,000여 건을 다 해결을 못 하는 거예요.",[],[],['해결을 못 하는 거'],[],[],1,0,0,0,0,0,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,207,제가 왜 이런 이야기를 드리느냐면 저희 의원님들 중에서는 그런 부분에 대한 문제의식을 가지지 못한 분들도 계시고 뭐가 어떤 문제가 있는지에 대한 인지조차도 못 하고 계시는 게 있어요.,[],[],['지조차도 못 하고 계'],['을 가지지 못한 분들'],[],2,0,0,0,0,0,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,213,"그리고 그렇다고 한다면 시정질문, 5분 발언, 법제 검토, 현안연구 등등에 관해서 어떤 부분을 몇 회 어떻게 했으면 좋을지에 대한 매뉴얼이 정해지지 않고서는 일부의 병목현상으로 심도 있는 연구가 되지 못한다고 생각합니다.",[],['정해지지 않고서는'],[],['구가 되지 못한다고'],[],0,0,0,1,1,0,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,219,의장님과 운영위원장님과 얘기를 하신다고 하더라도 그러면 그런 상세한 사안에 대해서 개개의 저희 의원들은 다 인지를 못 하고 있는 부분들도 있습니다.,[],[],['인지를 못 하고 있'],[],[],1,0,0,0,0,0,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,220,"그러면 그런 부분에 대해서 어떻게 소통구조를 만들 것인지에 대한 고민을 해야 되는데 그냥 얘기를 하고 끝내면 안 됩니다, 운영위원장님.","['끝내면 안 됩니다,']",[],[],[],[],0,0,0,0,0,1,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,226,하여튼 이 부분에 대해서 어떻게 하면 이 정책 연구원들이 효과적으로 좀 양질의 서비스를 제공하려면 또 양이 너무 많으면 좋은 작품이 안 나옵니다.,['작품이 안 나옵니다'],[],[],[],[],0,0,0,0,0,1,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,233,"그 부분에 대한 문제 인식을 상당히 갖고 있다는 거를 말씀드리고 서로 왜 안 되지, 왜 안 되지 하면 안 될 거 같아요.","['서로 왜 안 되지,', '지, 왜 안 되지 하', '지 하면 안 될 거']",[],[],[],[],0,0,0,2,0,1,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,237,그런데 저희가 이게 쉽지는 않은 것 같아요.,[],['이게 쉽지는 않은 것'],[],[],[],0,0,0,0,0,1,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,241,"그래서 자문 변호사가 있는지도 모르는 의원님들도 계시고 해서 자문 변호사를 적극적으로 활용할 수 있도록 저희 시의회에서도 의원님들께 알려드리고 자문할 수 있는 분야는 제한적이지는 않습니다. 의정 활동 관련해서 전반적인 분야고 또 궁금한 법적 사항은 다 자문 받을 수 있기 때문에 하여튼 활용도는 사실 너무 낮아서…
활용도가 낮다는 거는 두 가지 중에 하나겠죠.",[],['제한적이지는 않습니다.'],[],[],[],0,0,0,0,0,1,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,242,"제도가 문제가 있거나 혹은 수임료나 뭔가 문제가 있기 때문에 그런 부분에 대해서 충실한 답변을 못 받거나 두 가지 중에 하나 아니겠습니까, 그렇죠?",[],[],['답변을 못 받거나'],[],[],1,0,0,0,0,0,0,이게 주절일까
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,261,그랬더니 결국 못 찾고 시청에 13층을 창고로 쓰고 있다.,[],[],['니 결국 못 찾고 시'],[],[],0,0,0,0,0,1,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,262,창고가 지하로 가고 자기들이 그쪽을 쓰면 좋겠다고 했는데 시청에서는 공간이 없다고 안 받아준다고 하네요.,['없다고 안 받아준다'],[],[],[],[],0,0,0,1,0,0,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,266,"사실 시의회 회의실은 시민의 대표들이 회의하는 공간이라서 사실 다른 용도로 활용하는 게 쉽지 않은 문제인 것 같습니다, 그거는.",[],['게 쉽지 않은 문제'],[],[],[],1,0,0,0,0,0,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,271,그런데 사실 지하에 청소노동자들 공간 휴게쉼터 가보면 말이 안 됩니다.,['면 말이 안 됩니다.'],[],[],[],[],0,0,0,0,0,1,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,272,"거기서 쉬라고 한다는 거는 사실 우리가 우리 직원들의 인권을 위해서 절대 안 될 일이다, 저는 생각합니다.",['서 절대 안 될 일이'],[],[],[],[],1,0,0,0,0,0,0,
spoken_data_6403.json,c1ccd54a-c1f4-459c-89f4-5d4aff6d6a56,283,"부반장, 회장이나 부회장이라고 해서 친구들이 선생님이 가라, 학부모가 가라 해서 가는 그런 자발적이지 않는 의회교실 말고요.",[],['자발적이지 않는 의회'],[],[],[],1,0,0,0,0,0,0,
